global_step_index,activity,step_index,variation,variation_index,headline,paragraph
2396,Cook Broccolini,15,D,D3,Drizzle with oil and toss.,"Drizzle 2 to 3 Tbsp (30 to 45 ml) of olive oil over the broccolini and toss lightly with a spatula or tongs to coat evenly.  It is a good idea to toss the broccolini in oil before tossing it in any other seasonings. The oil provides and even coating for the other seasonings to stick to, making it easier for those seasonings to stick for the duration of the cooking process."
2397,Cook Broccolini,16,D,D4,Sprinkle with seasonings and lemon juice.,"If desired, sprinkle the lemon juice, garlic powder, and salt and pepper to taste over the broccolini on the baking sheet. Toss well once more to coat again."
2398,Cook Broccolini,17,D,D5,Bake until tender.,"Roast the broccolini in the preheated oven, uncovered, for about 10 to 15 minutes.Stir the broccolini occasionally as it cooks to ensure that all sides and stems get evenly cooked."
2399,Cook Broccolini,18,D,D6,Serve warm.,Transfer the finished broccolini to individual serving plates and enjoy.
2400,Cook Broccolini,19,E,E1,Place the broccolini in a microwave-safe dish.,"Arrange the broccolini in even layers.  If necessary or desired, you can cut the broccolini into smaller pieces. The smaller pieces can be easier to fit inside of a cramped microwaveable dish, so if you are having difficulty fitting the tall, skinny pieces in the dish, cutting them up is a viable option."
2401,Cook Broccolini,20,E,E2,"Add water, lemon juice, and olive oil.","Add 3/4 cup (190 ml) water, 2 Tbsp (30 ml) olive oil, and 2 Tbsp (30 ml) lemon juice to the broccolini. Stir well so that all the broccolini has been coated in the mixture.  Ideally, the broccolini should be mostly submerged under the liquid. If some of the broccolini is submerged but some is not, it may not cook evenly."
2404,Cook Lamb Shanks,0,A,A1,Preheat the oven to 325 °F (163 °C).,;
2405,Cook Lamb Shanks,1,A,A2,Wash and trim the shanks.,"Wash the shanks and use a sharp knife to remove some of the larger deposits of fat, but don't trim the shanks of all visible fat. The fat will render and contribute to the flavor of the final dish."
2406,Cook Lamb Shanks,2,A,A3,Heat the oil.,"Pour the oil into a large dutch oven or another oven-safe dish and place it over medium high heat. Allow it to heat completely, until it begins to smoke just slightly."
2407,Cook Lamb Shanks,3,A,A4,Brown the lamb shanks.,"Season the shanks with salt and pepper on all sides. Place them in the hot oil and brown them on all three sides. Brown each side for about 4 minutes, enough to get a good sear on each side.   Don't cook the lamb shanks all the way through. Browning them will bring out the deep flavor of the shanks, but longer cooking will bring about the soft, fall-apart texture you want. Make sure the oil is nice and hot before you put the shanks in the pot."
2408,Cook Lamb Shanks,4,A,A5,"Add the vegetables, peppercorns and wine.","Arrange the vegetables and garlic cloves around the lamb shanks, and drop in the peppercorns. Pour the wine over the entire contents of the pot. Let the red wine come to a boil, and boil it for three minutes. Add the water and reduce the heat to bring everything to a quick simmer.   Boiling the wine for three minutes will lower the alcohol content a bit, leaving the deep flavor of the wine behind. With the addition of the water, the shanks and vegetables should be fully submerged in liquid. If they aren't, add a little more water."
2409,Cook Lamb Shanks,5,A,A6,Cover the dish and transfer it to the oven for braising.,"If you don't have a tight-fitting lid for the dutch oven, cover it tightly with aluminum foil. Place it in the oven and braise it for 1 hour and 30 minutes. Every half hour, remove it from the oven and turn the shanks so they cook evenly.After 1 hour and 30 minutes, the shanks should be quite tender. If they aren't, return them to the oven and continue braising, checking every 15 minutes until they've reached the correct texture."
2410,Cook Lamb Shanks,6,A,A7,Strain and reduce the braising liquid.,"Transfer the cooked lamb shanks to a serving platter. Pour the braising liquid through a fine-mesh sieve to strain out the vegetables and keep the liquid. Pour the liquid into a saucepan and cook it over medium heat, stirring often, until it has reduced and become a thick sauce.   Season it with salt and pepper to taste. To make the sauce thicker, add a teaspoon of cornstarch."
2411,Cook Lamb Shanks,7,A,A8,Serve the lamb shanks.,Pour the braising liquid over the lamb shanks and serve the dish with roasted vegetables or mashed potatoes. Each shank is enough for one serving.
2415,Cook Lamb Shanks,11,B,B4,Make pockets in the lamb shanks.,Use a sharp knife to slightly separate the meat from the bone at the base of each lamb shank. Put your finger into the holes you've created to make a small pocket in each shank.   Don't completely remove the meat from the bone. Just separate it enough to create a little pocket.
2416,Cook Lamb Shanks,12,B,B5,Stuff the pockets with the butter mixture.,"Divide the mixture between the four shanks, using a spoon to stuff it deep into the pockets. As the shanks bake, the butter will melt and flavor them from the inside out."
2417,Cook Lamb Shanks,13,B,B6,Season the shanks.,Rub the outside of each lamb shank with olive oil and season with salt and pepper.
2418,Cook Lamb Shanks,14,B,B7,Place each lamb shank on a folded piece of aluminum foil.,"Tear off four large pieces of aluminum foil and fold each one in half. Place one lamb shank in the middle of each piece of foil. They should each be in an upright position, with the bones pointing up. Gather the edges of the aluminum foil around the shank and toward the bone, so that each shank is sitting in a sort of bowl shaped from aluminum foil.   Make sure you use enough foil so that it won't rip. You need enough to gather the ends over the bone before putting the packets in the oven."
2419,Cook Lamb Shanks,15,B,B8,Add vegetables and wine to each packet.,"Divide the vegetables evenly among the packets. Divide the garlic cloves evenly among the packets, too. Finally, divide the wine evenly among the packets, pouring a few glugs into each."
2420,Cook Lamb Shanks,16,B,B9,Close the packets.,Twist the aluminum foil around the bones so that each packet is tightly sealed. Arrange them on a baking sheet so they won't drip as they bake.
2421,Cook Lamb Shanks,17,B,B10,Bake the packets.,"Place the baking sheet in the oven and bake the packets for 2 1/2 hours. Check the meat to make sure the lamb shanks are soft and fall-apart tender; if not, return to the oven for a few more minutes."
2422,Cook Lamb Shanks,18,B,B11,Serve the lamb shanks.,"Place each packet on a plate so each person can open his or her own packet of goodness. Serve with vegetables, potatoes and salad."
2423,Cook Lamb Shanks,19,C,C1,"Combine the vegetables, herbs and stock in the slow cooker.","Put the vegetables, garlic, bay leaf, thyme and chicken stock in the slower cooker. Stir the mixture so everything is combined."
2424,Cook Lamb Shanks,20,C,C2,Heat the oil.,Pour the olive oil into a frying pan and place it over medium high heat. Heat the oil until it just begins to smoke. Don't overheat the oil or it will burn.
2425,Cook Lamb Shanks,21,C,C3,Brown the lamb shanks.,"Season them with salt and pepper, then place them in the hot oil. Cook each lamb shank on all three sides, for four minutes on each side. Don't cook the shanks all the way through; just cook them long enough to brown them and bring out their deep flavor."
2426,Cook Lamb Shanks,22,C,C4,Add the lamb shanks to the slow cooker.,"Place them bone-side up in the slow cooker among the vegetables, herbs and stock. Keep the pan in place, since you don't want to waste the drippings."
2427,Cook Lamb Shanks,23,C,C5,Add the wine to the drippings.,Pour the cup of wine into the hot pan and let it come to a simmer. Scrape off the brown bits from the bottom of the pan with a wooden spoon or spatula. Add the wine to the slow cooker after 1 minute of simmering.
2428,Cook Lamb Shanks,24,C,C6,Cover the slow cooker and cook the shanks.,"Cook them on high for 6 hours according to the manufacturer's instructions. When the shanks are ready, they should easily fall apart when poked with a fork."
2429,Cook Lamb Shanks,25,C,C7,Serve the shanks.,"Place each one on a plate and ladle some of the vegetable and wine sauce over each one. Serve with potatoes, vegetables or rice."
2430,Cook Black Eyed Peas,0,none,1,Rinse the beans.,Place the black-eyed peas in a colander and rinse them with cool running water.   Rinsing the black-eyed peas removes dirt and stray hulls.;
2431,Cook Black Eyed Peas,1,none,2,Place the beans in a pot of cold water.,"Make sure that the water covers the black-eyed peas completely, but do not fill the pot so high that it will boil over when heated. Cover with the lid of the pot."
2432,Cook Black Eyed Peas,2,none,3,Boil the water.,"Heat the beans and water over medium-high heat until the water reaches a steady boil. Continue boiling for 2 to 3 minutes.   Most beans are soaked in cold water for several hours, but black-eyed peas can be soaked in hot water to reduce the amount of time it takes.It is not essential to soak your black-eyed peas, so this step can be skipped if you are short on time. Soaking the beans causes them to become softer, however, and it also helps to reduce the risk of digestive upset."
2434,Cook Black Eyed Peas,4,none,5,Drain and rinse.,Pour the contents of the pot through a colander to remove the stale water. Rinse the black-eyed peas once more with cool water.
2435,Cook Black Eyed Peas,5,none,6,Select the best type of ham.,"For the most traditional flavor, use salty country ham.   Black-eyed peas can technically be prepared using nothing more than salt and water. The taste of the beans can be rather dull on their own, however, and it is more traditional to prepare them with pork and certain vegetables. Smoked ham steak makes a good choice when cooking black-eyed peas using the alternative slow cooker method. A ham bone works, as well. Use a sweetened ham, like a honey-baked ham, if you want a sweeter taste. Bacon or pancetta are also popular choices to use when preparing black-eyed peas."
